group,group_abs_coef,group_coef,group_abs_weight,stage_id,is_topk
供需,3.8612464671251736,-0.4685997450535344,0.003709095824771012,5,False
PP石化库存,94.69780129240931,7.6502061299359925,0.1077403835969664,6,True
检修损失,84.33049529852394,-55.99735814975133,0.09594520451778886,6,True
排产比例,83.75557230540878,29.258935196657475,0.09529109826641269,6,True
PDH成本,74.3084989832475,36.29021425844447,0.08454289408735842,6,True
PP开工率,72.44401409040005,22.371723168715164,0.08242161656217226,6,True
期货价格,61.813527798996056,27.786242342602574,0.07032700976848776,6,True
PP产量,54.47851491030593,32.681907516362116,0.06198175685310129,6,False
乙烯成本,49.347014018352446,6.936376399894664,0.05614350224758956,6,False
丙烯成本,49.06395376414687,15.242172404914118,0.05582145654058318,6,False
BOPP开工率,49.03112185463232,22.440498576380296,0.05578410274274371,6,False
PP进口量,47.50431132120794,-22.17633841656648,0.054047006946368374,6,False
MTO成本,43.10218237002623,-24.075475398003913,0.049038579555545234,6,False
塑编开工率,41.09829248051163,9.25055421794037,0.046758696998232985,6,False
CTO成本,26.75924387217728,-1.893599179913827,0.03044475331217906,6,False
价差,20.475764380870068,5.640605476725312,0.023295859869271053,6,False
比值,14.912978328509125,-0.6591627736053982,0.016966919862537618,6,False
供需,11.111441213705163,-11.111441213705163,0.012641802896596884,6,False
指数,0.7096204452078234,-0.7096204452078234,0.0008073553760647805,6,False
GDP,0.0,0.0,0.0,6,False
