feature,coef_mag,group,rank_in_group,stage_id
排产比例__range,0.1220277056301225,排产比例,4.0,4
排产比例__max,0.10557230650768562,排产比例,5.0,4
检修损失__mean,0.15150152136053763,检修损失,1.0,4
检修损失__min,0.15150152136053763,检修损失,2.0,4
检修损失__max,0.15150152136053763,检修损失,3.0,4
检修损失__last,0.15150152136053763,检修损失,4.0,4
检修损失__range,0.0,检修损失,5.0,4
CTO成本__range,0.1981489504167424,CTO成本,1.0,5
CTO成本__last,0.1860851250697229,CTO成本,2.0,5
CTO成本__max,0.15555074054628715,CTO成本,3.0,5
CTO成本__mean,0.09091399082132273,CTO成本,4.0,5
CTO成本__min,0.07180922439181439,CTO成本,5.0,5
MTO成本__last,0.15800606477616272,MTO成本,1.0,5
MTO成本__min,0.12392015174978849,MTO成本,2.0,5
MTO成本__range,0.11121453300797365,MTO成本,3.0,5
MTO成本__mean,0.059082960785393886,MTO成本,4.0,5
MTO成本__max,0.05793763858742592,MTO成本,5.0,5
PDH成本__mean,0.12196360266247329,PDH成本,1.0,5
PDH成本__min,0.10360132351882487,PDH成本,2.0,5
PDH成本__range,0.10007502006390752,PDH成本,3.0,5
PDH成本__max,0.09226002812664721,PDH成本,4.0,5
PDH成本__last,0.08105520993374207,PDH成本,5.0,5
丙烯成本__min,0.12325412120755973,丙烯成本,1.0,5
丙烯成本__last,0.11845673603781122,丙烯成本,2.0,5
丙烯成本__range,0.11617643278182835,丙烯成本,3.0,5
丙烯成本__mean,0.04759054962278803,丙烯成本,4.0,5
丙烯成本__max,0.04496246646050662,丙烯成本,5.0,5
乙烯成本__max,0.15855528111839434,乙烯成本,1.0,5
乙烯成本__mean,0.13031304711899552,乙烯成本,2.0,5
乙烯成本__range,0.11894843313472254,乙烯成本,3.0,5
乙烯成本__min,0.07794128321678238,乙烯成本,4.0,5
乙烯成本__last,0.07599668604045622,乙烯成本,5.0,5
排产比例__mean,0.20026737827021998,排产比例,1.0,5
排产比例__range,0.18153012564543328,排产比例,2.0,5
排产比例__max,0.14719398786782553,排产比例,3.0,5
排产比例__last,0.12602629921950048,排产比例,4.0,5
排产比例__min,0.07217122902991203,排产比例,5.0,5
MTO成本__range,0.2088896393779934,MTO成本,1.0,6
MTO成本__last,0.12031395579575228,MTO成本,2.0,6
MTO成本__max,0.09233708342211189,MTO成本,3.0,6
MTO成本__mean,0.09232351729698846,MTO成本,4.0,6
MTO成本__min,0.08179993307118437,MTO成本,5.0,6
PDH成本__range,0.09526746659180446,PDH成本,1.0,6
PDH成本__mean,0.09303647734211057,PDH成本,2.0,6
PDH成本__max,0.08790418650655056,PDH成本,3.0,6
PDH成本__min,0.08142053956078452,PDH成本,4.0,6
PDH成本__last,0.07118485832403963,PDH成本,5.0,6
PP开工率__last,0.14076639306864158,PP开工率,1.0,6
PP开工率__max,0.12118074934007947,PP开工率,2.0,6
PP开工率__range,0.11319020413924627,PP开工率,3.0,6
PP开工率__min,0.08320052696876068,PP开工率,4.0,6
PP开工率__mean,0.07141054049416304,PP开工率,5.0,6
PP石化库存__range,0.2260275332164575,PP石化库存,1.0,6
PP石化库存__max,0.09751190190631641,PP石化库存,2.0,6
PP石化库存__min,0.09654442405178361,PP石化库存,3.0,6
PP石化库存__last,0.09577600059606214,PP石化库存,4.0,6
PP石化库存__mean,0.06725443869537175,PP石化库存,5.0,6
PP进口量__mean,0.10638424162233992,PP进口量,1.0,6
PP进口量__min,0.10638424162233992,PP进口量,2.0,6
PP进口量__max,0.10638424162233992,PP进口量,3.0,6
PP进口量__last,0.10638424162233992,PP进口量,4.0,6
PP进口量__range,0.0,PP进口量,5.0,6
期货价格__range,0.12125180485103518,期货价格,1.0,6
期货价格__max,0.0988783878661875,期货价格,2.0,6
期货价格__mean,0.08714658891926574,期货价格,3.0,6
期货价格__last,0.0851397957629093,期货价格,4.0,6
期货价格__min,0.06888625658247563,期货价格,5.0,6
