var,count,missing_rate,mean,std,min,p25,p50,p75,max
y,79.0,0.0,8398.135809880987,880.6911275381211,6261.5,7927.646103896104,8527.272727272728,8929.6875,10850.0
y_return,79.0,0.0,-0.00014888566249774725,0.04801584459623913,-0.1119826562517021,-0.03377634972566605,-0.0012151439295151,0.033788220616848844,0.1195842600773893
