lag,autocorr
1,0.9062755314243326
2,0.7581203900926067
3,0.620840111928536
4,0.49111419842926696
5,0.35957387452115175
6,0.2336782585598422
7,0.13797216153911077
8,0.08202930166078584
9,0.05328771707235189
10,0.022777294832729174
11,-0.007813421934459783
12,-0.059140804774552524
