group,missing_rate
PDH成本,0.6537602382725242
检修损失,0.48920327624720766
GDP,0.3246463142218913
MTO成本,0.18540580789277733
比值,0.1620253164556962
价差,0.1620253164556962
供需,0.16033755274261602
CTO成本,0.03350707371556217
PP进口量,0.030528667163067756
PP石化库存,0.020848845867460906
丙烯成本,0.020848845867460906
乙烯成本,0.020848845867460906
PP开工率,0.020848845867460906
PP价格,0.020848845867460906
塑编开工率,0.020848845867460906
排产比例,0.020848845867460906
PP产量,0.020848845867460906
BOPP开工率,0.020848845867460906
指数,0.0
